# AgenticDB State Snapshot

captured_at	2026-05-15T16:59:12
    "rationale": "No LLM knob-space compression is applied. The planner receives the CSV-defined global knob space with current values refreshed from DB, plus a curated subset from the broader MySQL tunable-variable pool (494-style space) and benchmark_max startup-only options such as skip-log-bin, skip-innodb-doublewrite, performance_schema, innodb_flush_method, InnoDB IO thread counts, buffer-pool/table-cache partitioning, purge/page-cleaner threads, and file/connection capacity knobs.",
    "selected_count": 305
  },
  "objective": {
    "direction": "maximize",
    "formula": "tps_over_p95",
    "primary_metric": "tps"
  },
  "os_control_count": 14,
  "os_controls_path": "<PAPER_WORKSPACE>\\agenticDB\\config\\os_controls.yaml",
  "os_knobs_path": "<PAPER_WORKSPACE>\\agenticDB\\config\\os_knobs.yaml",
  "os_parameter_count": 19,
  "parameter_count": 305,
  "parameter_metadata": {
    "activate_all_roles_on_login": {
      "current_value": "OFF",
      "max": 0,
      "min": 0,
      "source": "COMPILED"
    },
    "auto_increment_increment": {
      "current_value": "1",
      "max": 65535,
      "min": 1,
      "source": "COMPILED"
    },
    "auto_increment_offset": {
      "current_value": "1",
      "max": 65535,
      "min": 1,
      "source": "COMPILED"
    },
    "autocommit": {
      "current_value": "ON",
      "max": 0,
      "min": 0,
      "source": "COMPILED"
    },
    "automatic_sp_privileges": {
      "current_value": "ON",
      "max": 0,
      "min": 0,
      "source": "COMPILED"
    },
    "avoid_temporal_upgrade": {
      "current_value": "OFF",
      "max": 0,
      "min": 0,
      "source": "COMPILED"
    },
    "back_log": {
      "current_value": "151",
      "max": 65535,
      "min": 0,
      "source": "COMPILED"
    },
    "big_tables": {
      "current_value": "OFF",
      "max": 0,
      "min": 0,
      "source": "COMPILED"
    },
    "binlog_cache_size": {
      "current_value": "1048576",
      "max": 18446744073709547520,
      "min": 4096,
      "source": "GLOBAL"
    },
    "binlog_checksum": {
      "current_value": "NONE",
      "max": 0,
      "min": 0,
      "source": "GLOBAL"
    },
    "binlog_direct_non_transactional_updates": {
      "current_value": "OFF",
      "max": 0,
      "min": 0,
      "source": "COMPILED"
    },
    "binlog_encryption": {
      "current_value": "OFF",
      "max": 0,
      "min": 0,
      "source": "COMPILED"
    },
    "binlog_error_action": {
      "current_value": "ABORT_SERVER",
      "max": 0,
      "min": 0,
      "source": "COMPILED"
    },
    "binlog_expire_logs_auto_purge": {
      "current_value": "ON",
      "max": 0,
      "min": 0,
      "source": "COMPILED"
    },
    "binlog_expire_logs_seconds": {
      "current_value": "2592000",
      "max": 4294967295,
      "min": 0,
      "source": "COMPILED"
    },
    "binlog_format": {
      "current_value": "ROW",
      "max": 0,
      "min": 0,
      "source": "COMPILED"
    },
    "binlog_group_commit_sync_delay": {
      "current_value": "0",
      "max": 1000000,
      "min": 0,
      "source": "COMPILED"
    },
    "binlog_group_commit_sync_no_delay_count": {
      "current_value": "0",
      "max": 100000,
      "min": 0,
      "source": "COMPILED"
    },
    "binlog_max_flush_queue_time": {
      "current_value": "0",
      "max": 100000,
      "min": 0,
      "source": "COMPILED"
    },
    "binlog_order_commits": {
      "current_value": "OFF",
      "max": 0,
      "min": 0,
      "source": "GLOBAL"
    },
    "binlog_row_image": {
      "current_value": "MINIMAL",
      "max": 0,
      "min": 0,
      "source": "GLOBAL"
    },
    "binlog_row_metadata": {
      "current_value": "MINIMAL",
      "max": 0,
      "min": 0,
      "source": "COMPILED"
    },
    "binlog_row_value_options": {
      "current_value": "",
      "max": 0,
      "min": 0,
      "source": "COMPILED"
    },
    "binlog_rows_query_log_events": {
      "current_value": "OFF",
      "max": 0,
      "min": 0,
      "source": "COMPILED"
    },
    "binlog_stmt_cache_size": {
      "current_value": "1048576",
      "max": 18446744073709547520,
      "min": 4096,
      "source": "GLOBAL"
    },
    "binlog_transaction_compression": {
      "current_value": "OFF",
      "max": 0,
      "min": 0,
      "source": "COMPILED"
    },
    "binlog_transaction_compression_level_zstd": {
      "current_value": "3",
      "max": 22,
      "min": 1,
      "source": "COMPILED"
    },
    "binlog_transaction_dependency_history_size": {
      "current_value": "25000",
      "max": 1000000,
      "min": 1,
      "source": "COMPILED"
    },
    "binlog_transaction_dependency_tracking": {
      "current_value": "COMMIT_ORDER",
      "max": 0,
      "min": 0,
      "source": "COMPILED"
    },
    "block_encryption_mode": {
      "current_value": "aes-128-ecb",
      "max": 0,
      "min": 0,
      "source": "COMPILED"
    },
    "bulk_insert_buffer_size": {
      "current_value": "8388608",
      "max": 18446744073709551615,
      "min": 0,
      "source": "COMPILED"
    },
    "completion_type": {
      "current_value": "NO_CHAIN",
      "max": 0,
      "min": 0,
      "source": "COMPILED"
    },
    "concurrent_insert": {
      "current_value": "AUTO",
      "max": 0,
      "min": 0,
      "source": "COMPILED"
    },
    "connect_timeout": {
      "current_value": "10",
      "max": 31536000,
      "min": 2,
      "source": "COMPILED"
    },
    "connection_memory_chunk_size": {
      "current_value": "8192",
      "max": 536870912,
      "min": 1,
      "source": "COMPILED"
    },
    "connection_memory_limit": {
      "current_value": "18446744073709551615",
      "max": 18446744073709551615,
      "min": 2097152,
      "source": "COMPILED"
    },
    "cte_max_recursion_depth": {
      "current_value": "1000",
      "max": 4294967295,
      "min": 0,
      "source": "COMPILED"
    },
    "default_password_lifetime": {
      "current_value": "0",
      "max": 65535,
      "min": 0,
      "source": "COMPILED"
    },
    "default_storage_engine": {
      "current_value": "InnoDB",
      "max": 0,
      "min": 0,
      "source": "COMPILED"
    },
    "default_table_encryption": {
      "current_value": "OFF",
      "max": 0,
      "min": 0,
      "source": "COMPILED"
    },
    "default_tmp_storage_engine": {
      "current_value": "InnoDB",
      "max": 0,
      "min": 0,
      "source": "COMPILED"
    },
    "default_week_format": {
      "current_value": "0",
      "max": 7,
      "min": 0,
      "source": "COMPILED"
    },
    "delay_key_write": {
      "current_value": "ON",
      "max": 0,
      "min": 0,
      "source": "COMPILED"
    },
    "delayed_insert_limit": {
      "current_value": "100",
      "max": 18446744073709551615,
      "min": 1,
      "source": "COMPILED"
    },
    "delayed_insert_timeout": {
      "current_value": "300",
      "max": 31536000,
      "min": 1,
      "source": "COMPILED"
    },
    "delayed_queue_size": {
      "current_value": "1000",
      "max": 18446744073709551615,
      "min": 1,
      "source": "COMPILED"
    },
    "div_precision_increment": {
      "current_value": "4",
      "max": 30,
      "min": 0,
      "source": "COMPILED"
    },
    "end_markers_in_json": {
      "current_value": "OFF",
      "max": 0,
      "min": 0,
      "source": "COMPILED"
    },
    "enforce_gtid_consistency": {
      "current_value": "OFF",
      "max": 0,
      "min": 0,
      "source": "COMPILED"
    },
    "eq_range_index_dive_limit": {
      "current_value": "200",
      "max": 4294967295,
      "min": 0,
      "source": "COMPILED"
    },
    "event_scheduler": {
      "current_value": "ON",
      "max": 0,
      "min": 0,
      "source": "COMPILED"
    },
    "expire_logs_days": {
      "current_value": "0",
      "max": 99,
      "min": 0,
      "source": "COMPILED"
    },
    "explain_format": {
      "current_value": "TRADITIONAL",
      "max": 0,
      "min": 0,
      "source": "COMPILED"
    },
    "flush": {
      "current_value": "OFF",
      "max": 0,
      "min": 0,
      "source": "COMPILED"
    },
    "flush_time": {
      "current_value": "0",
      "max": 31536000,
      "min": 0,
      "source": "COMPILED"
    },
    "foreign_key_checks": {
      "current_value": "ON",
      "max": 0,
      "min": 0,
      "source": "DYNAMIC"
    },
    "ft_boolean_syntax": {
      "current_value": "+ -><()~*:\"\"&|",
      "max": 0,
      "min": 0,
      "source": "COMPILED"
    },
    "generated_random_password_length": {
      "current_value": "20",
      "max": 255,
      "min": 5,
      "source": "COMPILED"
    },
    "global_connection_memory_limit": {
      "current_value": "18446744073709551615",
      "max": 18446744073709551615,
      "min": 16777216,
      "source": "COMPILED"
    },
    "global_connection_memory_tracking": {
      "current_value": "OFF",
      "max": 0,
      "min": 0,
      "source": "COMPILED"
    },
    "group_concat_max_len": {
      "current_value": "1024",
      "max": 18446744073709551615,
      "min": 4,
      "source": "COMPILED"
    },
    "histogram_generation_max_mem_size": {
      "current_value": "20000000",
      "max": 18446744073709551615,
      "min": 1000000,
      "source": "COMPILED"
    },
    "host_cache_size": {
      "current_value": "279",
      "max": 65536,
      "min": 0,
      "source": "COMPILED"
    },
    "information_schema_stats_expiry": {
      "current_value": "86400",
      "max": 31536000,
      "min": 0,
      "source": "COMPILED"
    },
    "init_connect": {
      "current_value": "",
      "max": 0,
      "min": 0,
      "source": "COMPILED"
    },
    "innodb_adaptive_flushing": {
      "current_value": "ON",
      "max": 0,
      "min": 0,
      "source": "COMPILED"
    },
    "innodb_adaptive_flushing_lwm": {
      "current_value": "10",
      "max": 70,
      "min": 0,
      "source": "COMPILED"
    },
    "innodb_adaptive_hash_index": {
      "current_value": "ON",
      "max": 0,
      "min": 0,
      "source": "COMPILED"
    },
    "innodb_adaptive_hash_index_parts": {
      "current_value": "8",
      "max": 512,
      "min": 1,
      "source": "COMPILED"
    },
    "innodb_adaptive_max_sleep_delay": {
      "current_value": "150000",
      "max": 1000000,
      "min": 0,
      "source": "COMPILED"
    },
    "innodb_api_bk_commit_interval": {
      "current_value": "5",
      "max": 1073741824,
      "min": 1,
      "source": "COMPILED"
    },
    "innodb_api_trx_level": {
      "current_value": "0",
      "max": 3,
      "min": 0,
      "source": "COMPILED"
    },
    "innodb_autoextend_increment": {
      "current_value": "64",
      "max": 1000,
      "min": 1,
      "source": "COMPILED"
    },
    "innodb_autoinc_lock_mode": {
      "current_value": "2",
      "max": 2,
      "min": 0,
      "source": "COMPILED"
    },
    "innodb_buffer_pool_chunk_size": {
      "current_value": "134217728",
      "max": 144115188075855871,
      "min": 1048576,
      "source": "COMPILED"
    },
    "innodb_buffer_pool_dump_at_shutdown": {
      "current_value": "ON",
      "max": 0,
      "min": 0,
      "source": "COMPILED"
    },
    "innodb_buffer_pool_dump_now": {
      "current_value": "OFF",
      "max": 0,
      "min": 0,
      "source": "COMPILED"
    },
    "innodb_buffer_pool_dump_pct": {
      "current_value": "25",
      "max": 100,
      "min": 1,
      "source": "COMPILED"
    },
    "innodb_buffer_pool_filename": {
      "current_value": "ib_buffer_pool",
      "max": 0,
      "min": 0,
      "source": "COMPILED"
    },
    "innodb_buffer_pool_instances": {
      "current_value": "1",
      "max": 64,
      "min": 0,
      "source": "COMPILED"
    },
    "innodb_buffer_pool_load_abort": {
      "current_value": "OFF",
      "max": 0,
      "min": 0,
      "source": "COMPILED"
    },
    "innodb_buffer_pool_load_now": {
      "current_value": "OFF",
      "max": 0,
      "min": 0,
      "source": "COMPILED"
    },
    "innodb_buffer_pool_size": {
      "current_value": "134217728",
      "max": 9223372036854775807,
      "min": 5242880,
      "source": "COMPILED"
    },
    "innodb_change_buffer_max_size": {
      "current_value": "25",
      "max": 50,
      "min": 0,
      "source": "COMPILED"
    },
    "innodb_change_buffering": {
      "current_value": "all",
      "max": 0,
      "min": 0,
      "source": "COMPILED"
    },
    "innodb_checksum_algorithm": {
      "current_value": "crc32",
      "max": 0,
      "min": 0,
      "source": "COMPILED"
    },
    "innodb_cmp_per_index_enabled": {
      "current_value": "OFF",
      "max": 0,
      "min": 0,
      "source": "COMPILED"
    },
    "innodb_commit_concurrency": {
      "current_value": "0",
      "max": 1000,
      "min": 0,
      "source": "COMPILED"
    },
    "innodb_compression_failure_threshold_pct": {
      "current_value": "5",
      "max": 100,
      "min": 0,
      "source": "COMPILED"
    },
    "innodb_compression_level": {
      "current_value": "6",
      "max": 9,
      "min": 0,
      "source": "COMPILED"
    },
    "innodb_compression_pad_pct_max": {
      "current_value": "50",
      "max": 75,
      "min": 0,
      "source": "COMPILED"
    },
    "innodb_concurrency_tickets": {
      "current_value": "5000",
      "max": 4294967295,
      "min": 1,
      "source": "COMPILED"
    },
    "innodb_ddl_buffer_size": {
      "current_value": "1048576",
      "max": 4294967295,
      "min": 65536,
      "source": "COMPILED"
    },
    "innodb_ddl_threads": {
      "current_value": "4",
      "max": 64,
      "min": 1,
      "source": "COMPILED"
    },
    "innodb_deadlock_detect": {
      "current_value": "ON",
      "max": 0,
      "min": 0,
      "source": "COMPILED"
    },
    "innodb_default_row_format": {
      "current_value": "dynamic",
      "max": 0,
      "min": 0,
      "source": "COMPILED"
    },
    "innodb_disable_sort_file_cache": {
      "current_value": "OFF",
      "max": 0,
      "min": 0,
      "source": "COMPILED"
    },
    "innodb_doublewrite": {
      "current_value": "ON",
      "max": 0,
      "min": 0,
      "source": "GLOBAL"
    },
    "innodb_doublewrite_batch_size": {
      "current_value": "0",
      "max": 256,
      "min": 0,
      "source": "COMPILED"
    },
    "innodb_doublewrite_files": {
      "current_value": "2",
      "max": 256,
      "min": 0,
      "source": "COMPILED"
    },
    "innodb_doublewrite_pages": {
      "current_value": "4",
      "max": 512,
      "min": 0,
      "source": "COMPILED"
    },
    "innodb_extend_and_initialize": {
      "current_value": "ON",
      "max": 0,
      "min": 0,
      "source": "COMPILED"
    },
    "innodb_fast_shutdown": {
      "current_value": "1",
      "max": 2,
      "min": 0,
      "source": "COMPILED"
    },
    "innodb_file_per_table": {
      "current_value": "ON",
      "max": 0,
      "min": 0,
      "source": "COMPILED"
    },
    "innodb_fill_factor": {
      "current_value": "100",
      "max": 100,
      "min": 10,
      "source": "COMPILED"
    },
    "innodb_flush_log_at_timeout": {
      "current_value": "1",
      "max": 2700,
      "min": 0,
      "source": "COMPILED"
    },
    "innodb_flush_log_at_trx_commit": {
      "current_value": "1",
      "max": 2,
      "min": 0,
      "source": "COMPILED"
    },
    "innodb_flush_method": {
      "current_value": "fsync",
      "max": 0,
      "min": 0,
      "source": "COMPILED"
    },
    "innodb_flush_neighbors": {
      "current_value": "0",
      "max": 2,
      "min": 0,
      "source": "COMPILED"
    },
    "innodb_flush_sync": {
      "current_value": "ON",
      "max": 0,
      "min": 0,
      "source": "COMPILED"
    },
    "innodb_flushing_avg_loops": {
      "current_value": "30",
      "max": 1000,
      "min": 1,
      "source": "COMPILED"
    },
    "innodb_fsync_threshold": {
      "current_value": "0",
      "max": 18446744073709551615,
      "min": 0,
      "source": "COMPILED"
    },
    "innodb_ft_aux_table": {
      "current_value": "",
      "max": 0,
      "min": 0,
      "source": "COMPILED"
    },
    "innodb_ft_cache_size": {
      "current_value": "8000000",
      "max": 80000000,
      "min": 1600000,
      "source": "COMPILED"
    },
    "innodb_ft_enable_diag_print": {
      "current_value": "OFF",
      "max": 0,
      "min": 0,
      "source": "COMPILED"
    },
    "innodb_ft_enable_stopword": {
      "current_value": "ON",
      "max": 0,
      "min": 0,
      "source": "COMPILED"
    },
    "innodb_ft_num_word_optimize": {
      "current_value": "2000",
      "max": 10000,
      "min": 1000,
      "source": "COMPILED"
    },
    "innodb_ft_result_cache_limit": {
      "current_value": "2000000000",
      "max": 4294967295,
      "min": 1000000,
      "source": "COMPILED"
    },
    "innodb_ft_server_stopword_table": {
      "current_value": "",
      "max": 0,
      "min": 0,
      "source": "COMPILED"
    },
    "innodb_ft_sort_pll_degree": {
      "current_value": "2",
      "max": 16,
      "min": 1,
      "source": "COMPILED"
    },
    "innodb_ft_total_cache_size": {
      "current_value": "640000000",
      "max": 1600000000,
      "min": 32000000,
      "source": "COMPILED"
    },
    "innodb_ft_user_stopword_table": {
      "current_value": "",
      "max": 0,
      "min": 0,
      "source": "COMPILED"
    },
    "innodb_idle_flush_pct": {
      "current_value": "100",
      "max": 100,
      "min": 0,
      "source": "COMPILED"
    },
    "innodb_io_capacity": {
      "current_value": "200",
      "max": 4294967295,
      "min": 100,
      "source": "COMPILED"
    },
    "innodb_io_capacity_max": {
      "current_value": "2000",
      "max": 4294967295,
      "min": 100,
      "source": "COMPILED"
    },
    "innodb_lock_wait_timeout": {
      "current_value": "50",
      "max": 1073741824,
      "min": 1,
      "source": "COMPILED"
    },
    "innodb_log_buffer_size": {
      "current_value": "16777216",
      "max": 4294967295,
      "min": 262144,
      "source": "COMPILED"
    },
    "innodb_log_checksums": {
      "current_value": "ON",
      "max": 0,
      "min": 0,
      "source": "COMPILED"
    },
    "innodb_log_compressed_pages": {
      "current_value": "ON",
      "max": 0,
      "min": 0,
      "source": "COMPILED"
    },
    "innodb_log_file_size": {
      "current_value": "50331648",
      "max": 18446744073709551615,
      "min": 4194304,
      "source": "COMPILED"
    },
    "innodb_log_files_in_group": {
      "current_value": "2",
      "max": 100,
      "min": 2,
      "source": "COMPILED"
    },
    "innodb_log_spin_cpu_abs_lwm": {
      "current_value": "80",
      "max": 4294967295,
      "min": 0,
      "source": "COMPILED"
    },
    "innodb_log_spin_cpu_pct_hwm": {
      "current_value": "50",
      "max": 100,
      "min": 0,
      "source": "COMPILED"
    },
    "innodb_log_wait_for_flush_spin_hwm": {
      "current_value": "400",
      "max": 4294967295,
      "min": 0,
      "source": "COMPILED"
    },
    "innodb_log_write_ahead_size": {
      "current_value": "8192",
      "max": 16384,
      "min": 512,
      "source": "COMPILED"
    },
    "innodb_log_writer_threads": {
      "current_value": "ON",
      "max": 0,
      "min": 0,
      "source": "COMPILED"
    },
    "innodb_lru_scan_depth": {
      "current_value": "1024",
      "max": 4294967295,
      "min": 100,
      "source": "COMPILED"
    },
    "innodb_max_dirty_pages_pct": {
      "current_value": "90.000000",
      "max": 99,
      "min": 0,
      "source": "COMPILED"
    },
    "innodb_max_dirty_pages_pct_lwm": {
      "current_value": "10.000000",
      "max": 99,
      "min": 0,
      "source": "COMPILED"
    },
    "innodb_max_purge_lag": {
      "current_value": "0",
      "max": 4294967295,
      "min": 0,
      "source": "COMPILED"
    },
    "innodb_max_purge_lag_delay": {
      "current_value": "0",
      "max": 10000000,
      "min": 0,
      "source": "COMPILED"
    },
    "innodb_max_undo_log_size": {
      "current_value": "1073741824",
      "max": 18446744073709551615,
      "min": 10485760,
      "source": "COMPILED"
    },
    "innodb_monitor_enable": {
      "current_value": "",
      "max": 0,
      "min": 0,
      "source": "COMPILED"
    },
    "innodb_numa_interleave": {
      "current_value": "OFF",
      "max": 0,
      "min": 0,
      "source": "COMPILED"
    },
    "innodb_old_blocks_pct": {
      "current_value": "37",
      "max": 95,
      "min": 5,
      "source": "COMPILED"
    },
    "innodb_old_blocks_time": {
      "current_value": "1000",
      "max": 4294967295,
      "min": 0,
      "source": "COMPILED"
    },
    "innodb_online_alter_log_max_size": {
      "current_value": "134217728",
      "max": 18446744073709551615,
      "min": 65536,
      "source": "COMPILED"
    },
    "innodb_open_files": {
      "current_value": "4000",
      "max": 2147483647,
      "min": 0,
      "source": "COMPILED"
    },
    "innodb_optimize_fulltext_only": {
      "current_value": "OFF",
      "max": 0,
      "min": 0,
      "source": "COMPILED"
    },
    "innodb_page_cleaners": {
      "current_value": "1",
      "max": 64,
      "min": 1,
      "source": "COMPILED"
    },
    "innodb_parallel_read_threads": {
      "current_value": "4",
      "max": 256,
      "min": 1,
      "source": "COMPILED"
    },
    "innodb_print_all_deadlocks": {
      "current_value": "OFF",
      "max": 0,
      "min": 0,
      "source": "COMPILED"
    },
    "innodb_print_ddl_logs": {
      "current_value": "OFF",
      "max": 0,
      "min": 0,
      "source": "COMPILED"
    },
    "innodb_purge_batch_size": {
      "current_value": "300",
      "max": 5000,
      "min": 1,
      "source": "COMPILED"
    },
    "innodb_purge_rseg_truncate_frequency": {
      "current_value": "128",
      "max": 128,
      "min": 1,
      "source": "COMPILED"
    },
    "innodb_purge_threads": {
      "current_value": "4",
      "max": 32,
      "min": 1,
      "source": "COMPILED"
    },
    "innodb_random_read_ahead": {
      "current_value": "OFF",
      "max": 0,
      "min": 0,
      "source": "COMPILED"
    },
    "innodb_read_ahead_threshold": {
      "current_value": "56",
      "max": 64,
      "min": 0,
      "source": "COMPILED"
    },
    "innodb_read_io_threads": {
      "current_value": "4",
      "max": 64,
      "min": 1,
      "source": "COMPILED"
    },
    "innodb_redo_log_archive_dirs": {
      "current_value": "",
      "max": 0,
      "min": 0,
      "source": "COMPILED"
    },
    "innodb_redo_log_capacity": {
      "current_value": "1073741824",
      "max": 549755813888,
      "min": 8388608,
      "source": "GLOBAL"
    },
    "innodb_redo_log_encrypt": {
      "current_value": "OFF",
      "max": 0,
      "min": 0,
      "source": "COMPILED"
    },
    "innodb_replication_delay": {
      "current_value": "0",
      "max": 4294967295,
      "min": 0,
      "source": "COMPILED"
    },
    "innodb_rollback_segments": {
      "current_value": "128",
      "max": 128,
      "min": 1,
      "source": "COMPILED"
    },
    "innodb_segment_reserve_factor": {
      "current_value": "12.500000",
      "max": 40,
      "min": 0,
      "source": "COMPILED"
    },
    "innodb_sort_buffer_size": {
      "current_value": "1048576",
      "max": 67108864,
      "min": 65536,
      "source": "COMPILED"
    },
    "innodb_spin_wait_delay": {
      "current_value": "6",
      "max": 1000,
      "min": 0,
      "source": "COMPILED"
    },
    "innodb_spin_wait_pause_multiplier": {
      "current_value": "50",
      "max": 100,
      "min": 0,
      "source": "COMPILED"
    },
    "innodb_stats_auto_recalc": {
      "current_value": "ON",
      "max": 0,
      "min": 0,
      "source": "COMPILED"
    },
    "innodb_stats_include_delete_marked": {
      "current_value": "OFF",
      "max": 0,
      "min": 0,
      "source": "COMPILED"
    },
    "innodb_stats_method": {
      "current_value": "nulls_equal",
      "max": 0,
      "min": 0,
      "source": "COMPILED"
    },
    "innodb_stats_on_metadata": {
      "current_value": "OFF",
      "max": 0,
      "min": 0,
      "source": "COMPILED"
    },
    "innodb_stats_persistent": {
      "current_value": "ON",
      "max": 0,
      "min": 0,
      "source": "COMPILED"
    },
    "innodb_stats_persistent_sample_pages": {
      "current_value": "20",
      "max": 18446744073709551615,
      "min": 1,
      "source": "COMPILED"
    },
    "innodb_stats_transient_sample_pages": {
      "current_value": "8",
      "max": 18446744073709551615,
      "min": 1,
      "source": "COMPILED"
    },
    "innodb_status_output": {
      "current_value": "OFF",
      "max": 0,
      "min": 0,
      "source": "COMPILED"
    },
    "innodb_status_output_locks": {
      "current_value": "OFF",
      "max": 0,
      "min": 0,
      "source": "COMPILED"
    },
    "innodb_strict_mode": {
      "current_value": "ON",
      "max": 0,
      "min": 0,
      "source": "COMPILED"
    },
    "innodb_sync_array_size": {
      "current_value": "1",
      "max": 1024,
      "min": 1,
      "source": "COMPILED"
    },
    "innodb_sync_spin_loops": {
      "current_value": "30",
      "max": 4294967295,
      "min": 0,
      "source": "COMPILED"
    },
    "innodb_table_locks": {
      "current_value": "ON",
      "max": 0,
      "min": 0,
      "source": "COMPILED"
    },
    "innodb_thread_concurrency": {
      "current_value": "0",
      "max": 1000,
      "min": 0,
      "source": "COMPILED"
    },
    "innodb_thread_sleep_delay": {
      "current_value": "10000",
      "max": 1000000,
      "min": 0,
      "source": "COMPILED"
    },
    "innodb_tmpdir": {
      "current_value": "",
      "max": 0,
      "min": 0,
      "source": "COMPILED"
    },
    "innodb_undo_log_encrypt": {
      "current_value": "OFF",
      "max": 0,
      "min": 0,
      "source": "COMPILED"
    },
    "innodb_undo_log_truncate": {
      "current_value": "ON",
      "max": 0,
      "min": 0,
      "source": "COMPILED"
    },
    "innodb_undo_tablespaces": {
      "current_value": "2",
      "max": 127,
      "min": 2,
      "source": "COMPILED"
    },
    "innodb_use_fdatasync": {
      "current_value": "OFF",
      "max": 0,
      "min": 0,
      "source": "COMPILED"
    },
    "innodb_use_native_aio": {
      "current_value": "ON",
      "max": 0,
      "min": 0,
      "source": "COMPILED"
    },
    "innodb_write_io_threads": {
      "current_value": "4",
      "max": 64,
      "min": 1,
      "source": "COMPILED"
    },
    "interactive_timeout": {
      "current_value": "28800",
      "max": 31536000,
      "min": 1,
      "source": "COMPILED"
    },
    "internal_tmp_mem_storage_engine": {
      "current_value": "TempTable",
      "max": 0,
      "min": 0,
      "source": "COMPILED"
    },
    "join_buffer_size": {
      "current_value": "262144",
      "max": 18446744073709551488,
      "min": 128,
      "source": "COMPILED"
    },
    "keep_files_on_create": {
      "current_value": "OFF",
      "max": 0,
      "min": 0,
      "source": "COMPILED"
    },
    "key_buffer_size": {
      "current_value": "16777216",
      "max": 18446744073709547520,
      "min": 0,
      "source": "GLOBAL"
    },
    "key_cache_age_threshold": {
      "current_value": "300",
      "max": 18446744073709551600,
      "min": 100,
      "source": "COMPILED"
    },
    "key_cache_block_size": {
      "current_value": "1024",
      "max": 16384,
      "min": 512,
      "source": "COMPILED"
    },
    "key_cache_division_limit": {
      "current_value": "100",
      "max": 100,
      "min": 1,
      "source": "COMPILED"
    },
    "lc_messages": {
      "current_value": "en_US",
      "max": 0,
      "min": 0,
      "source": "COMPILED"
    },
    "lc_time_names": {
      "current_value": "en_US",
      "max": 0,
      "min": 0,
      "source": "COMPILED"
    },
    "lock_wait_timeout": {
      "current_value": "31536000",
      "max": 31536000,
      "min": 1,
      "source": "COMPILED"
    },
    "log_bin_trust_function_creators": {
      "current_value": "OFF",
      "max": 0,
      "min": 0,
      "source": "COMPILED"
    },
    "log_bin_use_v1_row_events": {
      "current_value": "OFF",
      "max": 0,
      "min": 0,
      "source": "COMPILED"
    },
    "log_error_services": {
      "current_value": "log_filter_internal; log_sink_internal",
      "max": 0,
      "min": 0,
      "source": "COMPILED"
    },
    "log_error_suppression_list": {
      "current_value": "",
      "max": 0,
      "min": 0,
      "source": "COMPILED"
    },
    "log_error_verbosity": {
      "current_value": "2",
      "max": 3,
      "min": 1,
      "source": "COMPILED"
    },
    "log_queries_not_using_indexes": {
      "current_value": "OFF",
      "max": 0,
      "min": 0,
      "source": "COMPILED"
    },
    "log_slow_admin_statements": {
      "current_value": "OFF",
      "max": 0,
      "min": 0,
      "source": "COMPILED"
    },
    "log_slow_extra": {
      "current_value": "OFF",
      "max": 0,
      "min": 0,
      "source": "COMPILED"
    },
    "log_statements_unsafe_for_binlog": {
      "current_value": "ON",
      "max": 0,
      "min": 0,
      "source": "COMPILED"
    },
    "log_throttle_queries_not_using_indexes": {
      "current_value": "0",
      "max": 18446744073709551615,
      "min": 0,
      "source": "COMPILED"
    },
    "long_query_time": {
      "current_value": "10.000000",
      "max": 4719230590769954816,
      "min": 0,
      "source": "COMPILED"
    },
    "low_priority_updates": {
      "current_value": "OFF",
      "max": 0,
      "min": 0,
      "source": "COMPILED"
    },
    "mandatory_roles": {
      "current_value": "",
      "max": 0,
      "min": 0,
      "source": "COMPILED"
    },
    "max_allowed_packet": {
      "current_value": "67108864",
      "max": 1073741824,
      "min": 1024,
      "source": "COMPILED"
    },
    "max_binlog_cache_size": {
      "current_value": "18446744073709547520",
      "max": 18446744073709547520,
      "min": 4096,
      "source": "COMPILED"
    },
    "max_binlog_size": {
      "current_value": "104857600",
      "max": 1073741824,
      "min": 4096,
      "source": "GLOBAL"
    },
    "max_binlog_stmt_cache_size": {
      "current_value": "18446744073709547520",
      "max": 18446744073709547520,
      "min": 4096,
      "source": "COMPILED"
    },
    "max_connect_errors": {
      "current_value": "100",
      "max": 18446744073709551615,
      "min": 1,
      "source": "COMPILED"
    },
    "max_connections": {
      "current_value": "151",
      "max": 100000,
      "min": 1,
      "source": "COMPILED"
    },
    "max_delayed_threads": {
      "current_value": "20",
      "max": 16384,
      "min": 0,
      "source": "COMPILED"
    },
    "max_digest_length": {
      "current_value": "1024",
      "max": 1048576,
      "min": 0,
      "source": "COMPILED"
    },
    "max_error_count": {
      "current_value": "1024",
      "max": 65535,
      "min": 0,
      "source": "COMPILED"
    },
    "max_execution_time": {
      "current_value": "0",
      "max": 18446744073709551615,
      "min": 0,
      "source": "COMPILED"
    },
    "max_heap_table_size": {
      "current_value": "16777216",
      "max": 18446744073709550592,
      "min": 16384,
      "source": "COMPILED"
    },
    "max_insert_delayed_threads": {
      "current_value": "20",
      "max": 16384,
      "min": 0,
      "source": "COMPILED"
    },
    "max_join_size": {
      "current_value": "18446744073709551615",
      "max": 18446744073709551615,
      "min": 1,
      "source": "COMPILED"
    },
    "max_length_for_sort_data": {
      "current_value": "4096",
      "max": 8388608,
      "min": 4,
